kernel,plan_id,isa,reduction,unroll,tail,control,size,distribution,correct,median_ns,speedup_vs_orig
k18_all_equal,30,AVX2,MovemaskPopcount,U4,Scalar,EarlyExit,4096,all_equal,1,26.8,0.128
k18_all_equal,30,AVX2,MovemaskPopcount,U4,Scalar,EarlyExit,65536,all_equal,1,513.4,0.155
k18_all_equal,31,AVX2,MovemaskPopcount,U4,NarrowerVector,FullReduction,64,random,1,1.5,0.573
k18_all_equal,31,AVX2,MovemaskPopcount,U4,NarrowerVector,FullReduction,256,random,1,1.5,0.110
k18_all_equal,31,AVX2,MovemaskPopcount,U4,NarrowerVector,FullReduction,4096,random,1,1.5,0.007
k18_all_equal,31,AVX2,MovemaskPopcount,U4,NarrowerVector,FullReduction,65536,random,1,1.5,0.000
k18_all_equal,31,AVX2,MovemaskPopcount,U4,NarrowerVector,FullReduction,64,all_equal,1,1.6,0.610
k18_all_equal,31,AVX2,MovemaskPopcount,U4,NarrowerVector,FullReduction,256,all_equal,1,1.6,0.124
k18_all_equal,31,AVX2,MovemaskPopcount,U4,NarrowerVector,FullReduction,4096,all_equal,1,26.2,0.126
k18_all_equal,31,AVX2,MovemaskPopcount,U4,NarrowerVector,FullReduction,65536,all_equal,1,504.3,0.152
k18_all_equal,32,AVX2,MovemaskPopcount,U4,NarrowerVector,EarlyExit,64,random,1,1.5,0.542
k18_all_equal,32,AVX2,MovemaskPopcount,U4,NarrowerVector,EarlyExit,256,random,1,1.5,0.109
k18_all_equal,32,AVX2,MovemaskPopcount,U4,NarrowerVector,EarlyExit,4096,random,1,1.5,0.007
k18_all_equal,32,AVX2,MovemaskPopcount,U4,NarrowerVector,EarlyExit,65536,random,1,1.5,0.000
k18_all_equal,32,AVX2,MovemaskPopcount,U4,NarrowerVector,EarlyExit,64,all_equal,1,1.5,0.576
k18_all_equal,32,AVX2,MovemaskPopcount,U4,NarrowerVector,EarlyExit,256,all_equal,1,1.8,0.133
k18_all_equal,32,AVX2,MovemaskPopcount,U4,NarrowerVector,EarlyExit,4096,all_equal,1,26.5,0.127
k18_all_equal,32,AVX2,MovemaskPopcount,U4,NarrowerVector,EarlyExit,65536,all_equal,1,508.7,0.153
k43_sum_ascii,0,Scalar,ScalarLoop,U1,Scalar,FullReduction,64,random,1,2.2,1.072
k43_sum_ascii,0,Scalar,ScalarLoop,U1,Scalar,FullReduction,256,random,1,7.7,0.981
k43_sum_ascii,0,Scalar,ScalarLoop,U1,Scalar,FullReduction,4096,random,1,113.7,1.002
k43_sum_ascii,0,Scalar,ScalarLoop,U1,Scalar,FullReduction,65536,random,1,1800.6,1.006
k43_sum_ascii,1,Scalar,ScalarLoop,U2,Scalar,FullReduction,64,random,1,2.0,0.998
k43_sum_ascii,1,Scalar,ScalarLoop,U2,Scalar,FullReduction,256,random,1,7.7,1.004
k43_sum_ascii,1,Scalar,ScalarLoop,U2,Scalar,FullReduction,4096,random,1,113.5,0.996
k43_sum_ascii,1,Scalar,ScalarLoop,U2,Scalar,FullReduction,65536,random,1,1791.5,1.001
k43_sum_ascii,2,Scalar,ScalarLoop,U4,Scalar,FullReduction,64,random,1,2.0,1.000
k43_sum_ascii,2,Scalar,ScalarLoop,U4,Scalar,FullReduction,256,random,1,7.7,1.002
k43_sum_ascii,2,Scalar,ScalarLoop,U4,Scalar,FullReduction,4096,random,1,114.6,1.000
k43_sum_ascii,2,Scalar,ScalarLoop,U4,Scalar,FullReduction,65536,random,1,1810.1,1.000
k43_sum_ascii,3,SSE2,Psadbw,U1,Scalar,FullReduction,64,random,1,1.2,0.594
k43_sum_ascii,3,SSE2,Psadbw,U1,Scalar,FullReduction,256,random,1,2.6,0.335
k43_sum_ascii,3,SSE2,Psadbw,U1,Scalar,FullReduction,4096,random,1,43.7,0.383
k43_sum_ascii,3,SSE2,Psadbw,U1,Scalar,FullReduction,65536,random,1,687.5,0.382
k43_sum_ascii,4,SSE2,Psadbw,U2,Scalar,FullReduction,64,random,1,1.2,0.580
k43_sum_ascii,4,SSE2,Psadbw,U2,Scalar,FullReduction,256,random,1,2.7,0.346
k43_sum_ascii,4,SSE2,Psadbw,U2,Scalar,FullReduction,4096,random,1,43.8,0.383
k43_sum_ascii,4,SSE2,Psadbw,U2,Scalar,FullReduction,65536,random,1,689.1,0.384
k43_sum_ascii,5,SSE2,Psadbw,U4,Scalar,FullReduction,64,random,1,1.2,0.579
k43_sum_ascii,5,SSE2,Psadbw,U4,Scalar,FullReduction,256,random,1,2.7,0.348
k43_sum_ascii,5,SSE2,Psadbw,U4,Scalar,FullReduction,4096,random,1,44.0,0.385
k43_sum_ascii,5,SSE2,Psadbw,U4,Scalar,FullReduction,65536,random,1,689.7,0.384
k43_sum_ascii,6,AVX2,LaneAccumulation,U1,Scalar,FullReduction,64,random,1,2.2,1.117
k43_sum_ascii,6,AVX2,LaneAccumulation,U1,Scalar,FullReduction,256,random,1,9.3,1.237
k43_sum_ascii,6,AVX2,LaneAccumulation,U1,Scalar,FullReduction,4096,random,1,142.7,1.246
k43_sum_ascii,6,AVX2,LaneAccumulation,U1,Scalar,FullReduction,65536,random,1,2283.9,1.270
k43_sum_ascii,7,AVX2,LaneAccumulation,U1,NarrowerVector,FullReduction,64,random,1,2.2,1.116
k43_sum_ascii,7,AVX2,LaneAccumulation,U1,NarrowerVector,FullReduction,256,random,1,9.3,1.222
k43_sum_ascii,7,AVX2,LaneAccumulation,U1,NarrowerVector,FullReduction,4096,random,1,143.3,1.258
k43_sum_ascii,7,AVX2,LaneAccumulation,U1,NarrowerVector,FullReduction,65536,random,1,2297.2,1.280
k43_sum_ascii,8,AVX2,LaneAccumulation,U2,Scalar,FullReduction,64,random,1,3.6,1.772
k43_sum_ascii,8,AVX2,LaneAccumulation,U2,Scalar,FullReduction,256,random,1,14.4,1.905
k43_sum_ascii,8,AVX2,LaneAccumulation,U2,Scalar,FullReduction,4096,random,1,232.9,2.039
k43_sum_ascii,8,AVX2,LaneAccumulation,U2,Scalar,FullReduction,65536,random,1,3722.2,2.074
k43_sum_ascii,9,AVX2,LaneAccumulation,U2,NarrowerVector,FullReduction,64,random,1,3.6,1.773
k43_sum_ascii,9,AVX2,LaneAccumulation,U2,NarrowerVector,FullReduction,256,random,1,14.4,1.874
k43_sum_ascii,9,AVX2,LaneAccumulation,U2,NarrowerVector,FullReduction,4096,random,1,232.7,2.046
k43_sum_ascii,9,AVX2,LaneAccumulation,U2,NarrowerVector,FullReduction,65536,random,1,3734.7,2.076
k43_sum_ascii,10,AVX2,LaneAccumulation,U4,Scalar,FullReduction,64,random,1,2.7,1.331
k43_sum_ascii,10,AVX2,LaneAccumulation,U4,Scalar,FullReduction,256,random,1,10.6,1.390
k43_sum_ascii,10,AVX2,LaneAccumulation,U4,Scalar,FullReduction,4096,random,1,172.9,1.523
k43_sum_ascii,10,AVX2,LaneAccumulation,U4,Scalar,FullReduction,65536,random,1,2763.2,1.538
k43_sum_ascii,11,AVX2,LaneAccumulation,U4,NarrowerVector,FullReduction,64,random,1,2.7,1.319
k43_sum_ascii,11,AVX2,LaneAccumulation,U4,NarrowerVector,FullReduction,256,random,1,10.6,1.398
k43_sum_ascii,11,AVX2,LaneAccumulation,U4,NarrowerVector,FullReduction,4096,random,1,173.7,1.520
k43_sum_ascii,11,AVX2,LaneAccumulation,U4,NarrowerVector,FullReduction,65536,random,1,2774.3,1.545
k43_sum_ascii,12,AVX2,Psadbw,U1,Scalar,FullReduction,64,random,1,1.3,0.672
k43_sum_ascii,12,AVX2,Psadbw,U1,Scalar,FullReduction,256,random,1,1.3,0.178
k43_sum_ascii,12,AVX2,Psadbw,U1,Scalar,FullReduction,4096,random,1,25.2,0.221
k43_sum_ascii,12,AVX2,Psadbw,U1,Scalar,FullReduction,65536,random,1,507.0,0.282
k43_sum_ascii,13,AVX2,Psadbw,U1,NarrowerVector,FullReduction,64,random,1,1.3,0.652
k43_sum_ascii,13,AVX2,Psadbw,U1,NarrowerVector,FullReduction,256,random,1,1.4,0.189
k43_sum_ascii,13,AVX2,Psadbw,U1,NarrowerVector,FullReduction,4096,random,1,25.2,0.221
k43_sum_ascii,13,AVX2,Psadbw,U1,NarrowerVector,FullReduction,65536,random,1,507.7,0.282
k43_sum_ascii,14,AVX2,Psadbw,U2,Scalar,FullReduction,64,random,1,1.2,0.581
k43_sum_ascii,14,AVX2,Psadbw,U2,Scalar,FullReduction,256,random,1,1.4,0.186
k43_sum_ascii,14,AVX2,Psadbw,U2,Scalar,FullReduction,4096,random,1,25.4,0.223
k43_sum_ascii,14,AVX2,Psadbw,U2,Scalar,FullReduction,65536,random,1,508.0,0.282
k43_sum_ascii,15,AVX2,Psadbw,U2,NarrowerVector,FullReduction,64,random,1,1.2,0.584
k43_sum_ascii,15,AVX2,Psadbw,U2,NarrowerVector,FullReduction,256,random,1,1.4,0.188
k43_sum_ascii,15,AVX2,Psadbw,U2,NarrowerVector,FullReduction,4096,random,1,25.4,0.222
k43_sum_ascii,15,AVX2,Psadbw,U2,NarrowerVector,FullReduction,65536,random,1,509.1,0.282
k43_sum_ascii,16,AVX2,Psadbw,U4,Scalar,FullReduction,64,random,1,2.0,1.002
k43_sum_ascii,16,AVX2,Psadbw,U4,Scalar,FullReduction,256,random,1,1.5,0.188
k43_sum_ascii,16,AVX2,Psadbw,U4,Scalar,FullReduction,4096,random,1,25.5,0.223
k43_sum_ascii,16,AVX2,Psadbw,U4,Scalar,FullReduction,65536,random,1,509.0,0.284
k43_sum_ascii,17,AVX2,Psadbw,U4,NarrowerVector,FullReduction,64,random,1,1.2,0.591
k43_sum_ascii,17,AVX2,Psadbw,U4,NarrowerVector,FullReduction,256,random,1,1.4,0.185
k43_sum_ascii,17,AVX2,Psadbw,U4,NarrowerVector,FullReduction,4096,random,1,25.5,0.223
k43_sum_ascii,17,AVX2,Psadbw,U4,NarrowerVector,FullReduction,65536,random,1,506.5,0.282
k50_count_masked,0,Scalar,ScalarLoop,U1,Scalar,FullReduction,64,random,1,4.2,1.004
k50_count_masked,0,Scalar,ScalarLoop,U1,Scalar,FullReduction,256,random,1,16.2,1.002
k50_count_masked,0,Scalar,ScalarLoop,U1,Scalar,FullReduction,4096,random,1,254.5,1.001
k50_count_masked,0,Scalar,ScalarLoop,U1,Scalar,FullReduction,65536,random,1,4037.0,1.000
k50_count_masked,1,Scalar,ScalarLoop,U2,Scalar,FullReduction,64,random,1,4.2,0.998
k50_count_masked,1,Scalar,ScalarLoop,U2,Scalar,FullReduction,256,random,1,16.2,1.005
k50_count_masked,1,Scalar,ScalarLoop,U2,Scalar,FullReduction,4096,random,1,254.5,1.000
k50_count_masked,1,Scalar,ScalarLoop,U2,Scalar,FullReduction,65536,random,1,4036.8,0.996
k50_count_masked,2,Scalar,ScalarLoop,U4,Scalar,FullReduction,64,random,1,4.2,1.003
k50_count_masked,2,Scalar,ScalarLoop,U4,Scalar,FullReduction,256,random,1,16.1,0.988
k50_count_masked,2,Scalar,ScalarLoop,U4,Scalar,FullReduction,4096,random,1,254.3,0.999
k50_count_masked,2,Scalar,ScalarLoop,U4,Scalar,FullReduction,65536,random,1,4045.8,0.992
k50_count_masked,3,SSE2,MovemaskPopcount,U1,Scalar,FullReduction,64,random,1,1.4,0.326
k50_count_masked,3,SSE2,MovemaskPopcount,U1,Scalar,FullReduction,256,random,1,4.0,0.248
k50_count_masked,3,SSE2,MovemaskPopcount,U1,Scalar,FullReduction,4096,random,1,60.1,0.235
k50_count_masked,3,SSE2,MovemaskPopcount,U1,Scalar,FullReduction,65536,random,1,930.4,0.228
k50_count_masked,4,SSE2,MovemaskPopcount,U2,Scalar,FullReduction,64,random,1,1.4,0.324
k50_count_masked,4,SSE2,MovemaskPopcount,U2,Scalar,FullReduction,256,random,1,4.0,0.245
k50_count_masked,4,SSE2,MovemaskPopcount,U2,Scalar,FullReduction,4096,random,1,59.1,0.230
k50_count_masked,4,SSE2,MovemaskPopcount,U2,Scalar,FullReduction,65536,random,1,896.0,0.219
k50_count_masked,5,SSE2,MovemaskPopcount,U4,Scalar,FullReduction,64,random,1,1.3,0.321
k50_count_masked,5,SSE2,MovemaskPopcount,U4,Scalar,FullReduction,256,random,1,4.0,0.245
k50_count_masked,5,SSE2,MovemaskPopcount,U4,Scalar,FullReduction,4096,random,1,56.4,0.221
k50_count_masked,5,SSE2,MovemaskPopcount,U4,Scalar,FullReduction,65536,random,1,893.4,0.221
k50_count_masked,6,AVX2,LaneAccumulation,U1,Scalar,FullReduction,64,random,1,1.2,0.281
k50_count_masked,6,AVX2,LaneAccumulation,U1,Scalar,FullReduction,256,random,1,2.1,0.126
k50_count_masked,6,AVX2,LaneAccumulation,U1,Scalar,FullReduction,4096,random,1,34.7,0.136
k50_count_masked,6,AVX2,LaneAccumulation,U1,Scalar,FullReduction,65536,random,1,561.3,0.138
k50_count_masked,7,AVX2,LaneAccumulation,U1,NarrowerVector,FullReduction,64,random,1,1.2,0.279
k50_count_masked,7,AVX2,LaneAccumulation,U1,NarrowerVector,FullReduction,256,random,1,2.1,0.127
k50_count_masked,7,AVX2,LaneAccumulation,U1,NarrowerVector,FullReduction,4096,random,1,34.8,0.136
k50_count_masked,7,AVX2,LaneAccumulation,U1,NarrowerVector,FullReduction,65536,random,1,565.4,0.140
k50_count_masked,8,AVX2,LaneAccumulation,U2,Scalar,FullReduction,64,random,1,1.2,0.283
k50_count_masked,8,AVX2,LaneAccumulation,U2,Scalar,FullReduction,256,random,1,2.1,0.130
k50_count_masked,8,AVX2,LaneAccumulation,U2,Scalar,FullReduction,4096,random,1,34.7,0.137
k50_count_masked,8,AVX2,LaneAccumulation,U2,Scalar,FullReduction,65536,random,1,563.3,0.139
k50_count_masked,9,AVX2,LaneAccumulation,U2,NarrowerVector,FullReduction,64,random,1,1.2,0.280
k50_count_masked,9,AVX2,LaneAccumulation,U2,NarrowerVector,FullReduction,256,random,1,2.1,0.130
k50_count_masked,9,AVX2,LaneAccumulation,U2,NarrowerVector,FullReduction,4096,random,1,34.7,0.136
k50_count_masked,9,AVX2,LaneAccumulation,U2,NarrowerVector,FullReduction,65536,random,1,562.0,0.139
k50_count_masked,10,AVX2,LaneAccumulation,U4,Scalar,FullReduction,64,random,1,4.2,1.001
k50_count_masked,10,AVX2,LaneAccumulation,U4,Scalar,FullReduction,256,random,1,2.1,0.127
k50_count_masked,10,AVX2,LaneAccumulation,U4,Scalar,FullReduction,4096,random,1,34.5,0.136
k50_count_masked,10,AVX2,LaneAccumulation,U4,Scalar,FullReduction,65536,random,1,562.5,0.139
k50_count_masked,11,AVX2,LaneAccumulation,U4,NarrowerVector,FullReduction,64,random,1,1.2,0.298
k50_count_masked,11,AVX2,LaneAccumulation,U4,NarrowerVector,FullReduction,256,random,1,2.2,0.135
k50_count_masked,11,AVX2,LaneAccumulation,U4,NarrowerVector,FullReduction,4096,random,1,34.7,0.136
k50_count_masked,11,AVX2,LaneAccumulation,U4,NarrowerVector,FullReduction,65536,random,1,564.1,0.139
k50_count_masked,12,AVX2,MovemaskPopcount,U1,Scalar,FullReduction,64,random,1,1.3,0.322
k50_count_masked,12,AVX2,MovemaskPopcount,U1,Scalar,FullReduction,256,random,1,1.9,0.120
k50_count_masked,12,AVX2,MovemaskPopcount,U1,Scalar,FullReduction,4096,random,1,30.3,0.119
k50_count_masked,12,AVX2,MovemaskPopcount,U1,Scalar,FullReduction,65536,random,1,554.2,0.137
k50_count_masked,13,AVX2,MovemaskPopcount,U1,NarrowerVector,FullReduction,64,random,1,1.3,0.312
k50_count_masked,13,AVX2,MovemaskPopcount,U1,NarrowerVector,FullReduction,256,random,1,1.9,0.121
k50_count_masked,13,AVX2,MovemaskPopcount,U1,NarrowerVector,FullReduction,4096,random,1,30.3,0.119
k50_count_masked,13,AVX2,MovemaskPopcount,U1,NarrowerVector,FullReduction,65536,random,1,551.9,0.137
k50_count_masked,14,AVX2,MovemaskPopcount,U2,Scalar,FullReduction,64,random,1,1.4,0.328
k50_count_masked,14,AVX2,MovemaskPopcount,U2,Scalar,FullReduction,256,random,1,1.9,0.119
k50_count_masked,14,AVX2,MovemaskPopcount,U2,Scalar,FullReduction,4096,random,1,30.1,0.118
k50_count_masked,14,AVX2,MovemaskPopcount,U2,Scalar,FullReduction,65536,random,1,554.0,0.137
k50_count_masked,15,AVX2,MovemaskPopcount,U2,NarrowerVector,FullReduction,64,random,1,1.3,0.320
k50_count_masked,15,AVX2,MovemaskPopcount,U2,NarrowerVector,FullReduction,256,random,1,1.9,0.119
k50_count_masked,15,AVX2,MovemaskPopcount,U2,NarrowerVector,FullReduction,4096,random,1,30.2,0.118
k50_count_masked,15,AVX2,MovemaskPopcount,U2,NarrowerVector,FullReduction,65536,random,1,556.0,0.137
k50_count_masked,16,AVX2,MovemaskPopcount,U4,Scalar,FullReduction,64,random,1,4.2,0.998
k50_count_masked,16,AVX2,MovemaskPopcount,U4,Scalar,FullReduction,256,random,1,1.9,0.119
k50_count_masked,16,AVX2,MovemaskPopcount,U4,Scalar,FullReduction,4096,random,1,30.2,0.119
k50_count_masked,16,AVX2,MovemaskPopcount,U4,Scalar,FullReduction,65536,random,1,555.9,0.137
k50_count_masked,17,AVX2,MovemaskPopcount,U4,NarrowerVector,FullReduction,64,random,1,1.4,0.326
k50_count_masked,17,AVX2,MovemaskPopcount,U4,NarrowerVector,FullReduction,256,random,1,1.9,0.117
k50_count_masked,17,AVX2,MovemaskPopcount,U4,NarrowerVector,FullReduction,4096,random,1,30.4,0.119
k50_count_masked,17,AVX2,MovemaskPopcount,U4,NarrowerVector,FullReduction,65536,random,1,552.2,0.137
