kernel,distribution,size_bytes,candidate,correct,median_ns,min_ns,mad_ns,ci_lo_ns,ci_hi_ns,cycles_per_elem,speedup_vs_orig
k18_all_equal,mismatch_mid,65536,multi,1,214.3,213.3,0.3,213.3,217.3,0.01,0.050
k18_all_equal,random,16,orig,1,2.3,2.2,0.0,2.2,2.6,0.45,1.000
k18_all_equal,random,16,scalar,1,4.5,4.4,0.0,4.4,4.6,0.89,1.976
k18_all_equal,random,16,chunked,1,3.4,3.4,0.0,3.4,3.9,0.68,1.510
k18_all_equal,random,16,sse2,1,1.3,1.3,0.0,1.3,1.5,0.26,0.585
k18_all_equal,random,16,avx2,1,1.4,1.4,0.0,1.4,1.5,0.27,0.606
k18_all_equal,random,16,multi,1,4.7,4.6,0.0,4.6,5.0,0.94,2.080
k18_all_equal,random,17,orig,1,2.2,2.2,0.0,2.2,2.9,0.41,1.000
k18_all_equal,random,17,scalar,1,4.6,4.6,0.0,4.6,4.9,0.87,2.139
k18_all_equal,random,17,chunked,1,3.6,3.2,0.1,3.2,4.4,0.67,1.643
k18_all_equal,random,17,sse2,1,1.6,1.6,0.0,1.6,1.8,0.31,0.751
k18_all_equal,random,17,avx2,1,1.4,1.4,0.0,1.4,1.5,0.26,0.626
k18_all_equal,random,17,multi,1,4.9,4.8,0.0,4.8,5.3,0.91,2.234
k18_all_equal,random,31,orig,1,4.4,4.4,0.0,4.4,4.7,0.45,1.000
k18_all_equal,random,31,scalar,1,7.4,7.3,0.1,7.3,7.5,0.76,1.677
k18_all_equal,random,31,chunked,1,4.1,4.1,0.0,4.1,4.3,0.42,0.929
k18_all_equal,random,31,sse2,1,2.6,2.6,0.0,2.6,3.1,0.27,0.597
k18_all_equal,random,31,avx2,1,2.7,2.7,0.0,2.7,3.2,0.28,0.625
k18_all_equal,random,31,multi,1,7.6,7.5,0.1,7.5,7.7,0.78,1.725
k18_all_equal,random,32,orig,1,2.3,2.3,0.0,2.3,2.5,0.23,1.000
k18_all_equal,random,32,scalar,1,7.6,7.5,0.0,7.5,7.7,0.76,3.237
k18_all_equal,random,32,chunked,1,4.2,4.1,0.1,4.1,5.9,0.42,1.804
k18_all_equal,random,32,sse2,1,1.4,1.4,0.0,1.4,1.7,0.14,0.583
k18_all_equal,random,32,avx2,1,1.4,1.4,0.0,1.4,1.5,0.14,0.594
k18_all_equal,random,32,multi,1,1.3,1.3,0.0,1.3,1.6,0.13,0.572
k18_all_equal,random,33,orig,1,2.3,2.3,0.0,2.3,2.6,0.23,1.000
k18_all_equal,random,33,scalar,1,7.8,7.7,0.0,7.7,8.0,0.76,3.322
k18_all_equal,random,33,chunked,1,4.2,4.2,0.1,4.2,4.3,0.41,1.801
k18_all_equal,random,33,sse2,1,1.4,1.4,0.0,1.4,1.5,0.14,0.594
k18_all_equal,random,33,avx2,1,1.4,1.4,0.0,1.4,1.6,0.13,0.590
k18_all_equal,random,33,multi,1,1.7,1.6,0.1,1.6,1.8,0.16,0.706
k18_all_equal,random,63,orig,1,5.8,5.7,0.1,5.7,6.4,0.29,1.000
k18_all_equal,random,63,scalar,1,17.7,17.7,0.1,17.7,18.0,0.90,3.072
k18_all_equal,random,63,chunked,1,5.0,4.9,0.1,4.9,5.4,0.25,0.869
k18_all_equal,random,63,sse2,1,3.0,3.0,0.0,3.0,3.2,0.15,0.524
k18_all_equal,random,63,avx2,1,3.0,3.0,0.0,3.0,3.2,0.15,0.528
k18_all_equal,random,63,multi,1,3.2,3.2,0.1,3.2,3.5,0.16,0.557
k18_all_equal,random,64,orig,1,4.5,4.4,0.1,4.4,4.8,0.23,1.000
k18_all_equal,random,64,scalar,1,17.4,17.3,0.1,17.3,23.0,0.87,3.867
k18_all_equal,random,64,chunked,1,5.0,4.9,0.1,4.9,5.1,0.25,1.106
k18_all_equal,random,64,sse2,1,2.4,2.4,0.0,2.4,2.5,0.12,0.543
k18_all_equal,random,64,avx2,1,1.6,1.5,0.0,1.5,1.8,0.08,0.345
k18_all_equal,random,64,multi,1,1.4,1.4,0.0,1.4,1.5,0.07,0.308
k18_all_equal,random,65,orig,1,4.5,4.4,0.1,4.4,4.7,0.22,1.000
k18_all_equal,random,65,scalar,1,17.4,17.2,0.2,17.2,19.0,0.86,3.881
k18_all_equal,random,65,chunked,1,5.1,4.9,0.1,4.9,5.3,0.25,1.126
k18_all_equal,random,65,sse2,1,2.5,2.4,0.0,2.4,2.6,0.12,0.547
k18_all_equal,random,65,avx2,1,1.6,1.5,0.0,1.5,1.7,0.08,0.352
k18_all_equal,random,65,multi,1,1.5,1.5,0.0,1.5,2.1,0.07,0.329
k18_all_equal,random,256,orig,1,17.2,17.0,0.1,17.0,17.5,0.22,1.000
k18_all_equal,random,256,scalar,1,40.5,40.3,0.1,40.3,41.1,0.51,2.353
k18_all_equal,random,256,chunked,1,9.1,9.0,0.1,9.0,9.3,0.11,0.528
k18_all_equal,random,256,sse2,1,4.3,4.2,0.0,4.2,4.6,0.05,0.249
k18_all_equal,random,256,avx2,1,3.1,3.1,0.0,3.1,3.7,0.04,0.180
k18_all_equal,random,256,multi,1,2.9,2.9,0.0,2.9,3.1,0.04,0.171
k18_all_equal,random,4096,orig,1,270.4,267.9,1.9,267.9,275.6,0.21,1.000
k18_all_equal,random,4096,scalar,1,1.4,1.4,0.0,1.4,1.5,0.00,0.005
k18_all_equal,random,4096,chunked,1,1.4,1.4,0.0,1.4,1.5,0.00,0.005
k18_all_equal,random,4096,sse2,1,1.3,1.3,0.0,1.3,1.4,0.00,0.005
k18_all_equal,random,4096,avx2,1,1.4,1.3,0.0,1.3,1.4,0.00,0.005
k18_all_equal,random,4096,multi,1,1.3,1.3,0.0,1.3,1.4,0.00,0.005
k18_all_equal,random,65536,orig,1,4298.6,4286.5,11.5,4286.5,4421.7,0.21,1.000
k18_all_equal,random,65536,scalar,1,1.4,1.4,0.0,1.4,1.5,0.00,0.000
k18_all_equal,random,65536,chunked,1,1.4,1.3,0.0,1.3,1.4,0.00,0.000
k18_all_equal,random,65536,sse2,1,1.3,1.3,0.0,1.3,1.4,0.00,0.000
k18_all_equal,random,65536,avx2,1,1.3,1.3,0.0,1.3,1.4,0.00,0.000
k18_all_equal,random,65536,multi,1,1.4,1.3,0.0,1.3,1.5,0.00,0.000
k43_sum_ascii,random,16,orig,1,2.3,2.2,0.1,2.2,3.2,0.46,1.000
k43_sum_ascii,random,16,scalar,1,2.2,2.2,0.0,2.2,2.4,0.45,0.967
k43_sum_ascii,random,16,chunked,1,1.9,1.9,0.0,1.9,2.0,0.38,0.833
k43_sum_ascii,random,16,swar,1,1.8,1.7,0.0,1.7,1.9,0.36,0.776
k43_sum_ascii,random,16,sse2,1,1.3,1.3,0.0,1.3,1.4,0.27,0.582
k43_sum_ascii,random,16,avx2,1,1.4,1.4,0.0,1.4,1.7,0.28,0.608
k43_sum_ascii,random,16,multi,1,2.2,2.2,0.0,2.2,2.3,0.45,0.966
k43_sum_ascii,random,17,orig,1,2.2,2.2,0.0,2.2,2.3,0.41,1.000
k43_sum_ascii,random,17,scalar,1,2.2,2.2,0.0,2.2,2.2,0.41,0.999
k43_sum_ascii,random,17,chunked,1,2.1,2.0,0.0,2.0,2.2,0.39,0.951
k43_sum_ascii,random,17,swar,1,1.9,1.9,0.0,1.9,2.1,0.36,0.890
k43_sum_ascii,random,17,sse2,1,1.3,1.3,0.0,1.3,1.4,0.25,0.622
k43_sum_ascii,random,17,avx2,1,1.6,1.6,0.0,1.6,1.7,0.30,0.740
k43_sum_ascii,random,17,multi,1,2.2,2.2,0.0,2.2,2.3,0.41,1.006
k43_sum_ascii,random,31,orig,1,3.3,3.2,0.0,3.2,3.4,0.34,1.000
k43_sum_ascii,random,31,scalar,1,3.6,3.6,0.1,3.6,3.8,0.38,1.116
k43_sum_ascii,random,31,chunked,1,3.5,3.4,0.0,3.4,3.6,0.36,1.068
k43_sum_ascii,random,31,swar,1,3.5,3.4,0.0,3.4,3.7,0.36,1.073
k43_sum_ascii,random,31,sse2,1,3.0,3.0,0.0,3.0,3.2,0.31,0.929
k43_sum_ascii,random,31,avx2,1,3.3,3.3,0.0,3.3,3.4,0.35,1.028
k43_sum_ascii,random,31,multi,1,3.6,3.5,0.0,3.5,3.7,0.37,1.105
k43_sum_ascii,random,32,orig,1,2.3,2.3,0.0,2.3,2.4,0.23,1.000
k43_sum_ascii,random,32,scalar,1,2.3,2.3,0.0,2.3,2.5,0.23,1.015
k43_sum_ascii,random,32,chunked,1,2.0,1.9,0.0,1.9,2.1,0.20,0.867
k43_sum_ascii,random,32,swar,1,2.3,2.2,0.0,2.2,2.4,0.23,0.974
k43_sum_ascii,random,32,sse2,1,1.3,1.3,0.0,1.3,1.5,0.13,0.571
k43_sum_ascii,random,32,avx2,1,1.3,1.2,0.0,1.2,1.3,0.13,0.542
k43_sum_ascii,random,32,multi,1,1.4,1.4,0.0,1.4,1.7,0.14,0.610
k43_sum_ascii,random,33,orig,1,2.5,2.5,0.0,2.5,2.6,0.24,1.000
k43_sum_ascii,random,33,scalar,1,2.4,2.3,0.0,2.3,2.5,0.23,0.962
k43_sum_ascii,random,33,chunked,1,2.2,2.1,0.0,2.1,2.3,0.21,0.869
k43_sum_ascii,random,33,swar,1,2.3,2.2,0.0,2.2,2.5,0.22,0.913
k43_sum_ascii,random,33,sse2,1,1.3,1.3,0.0,1.3,1.4,0.13,0.515
k43_sum_ascii,random,33,avx2,1,1.4,1.4,0.0,1.4,1.5,0.14,0.571
k43_sum_ascii,random,33,multi,1,1.4,1.4,0.0,1.4,1.5,0.14,0.561
k43_sum_ascii,random,63,orig,1,5.0,4.8,0.1,4.8,5.2,0.25,1.000
k43_sum_ascii,random,63,scalar,1,4.9,4.8,0.0,4.8,5.0,0.25,0.974
k43_sum_ascii,random,63,chunked,1,4.6,4.5,0.0,4.5,4.7,0.23,0.913
k43_sum_ascii,random,63,swar,1,4.5,4.4,0.1,4.4,4.6,0.23,0.902
k43_sum_ascii,random,63,sse2,1,3.4,3.2,0.1,3.2,3.9,0.17,0.675
k43_sum_ascii,random,63,avx2,1,3.8,3.7,0.0,3.7,3.9,0.19,0.763
k43_sum_ascii,random,63,multi,1,3.8,3.6,0.1,3.6,3.9,0.19,0.753
k43_sum_ascii,random,64,orig,1,4.4,4.4,0.0,4.4,4.5,0.22,1.000
k43_sum_ascii,random,64,scalar,1,4.4,4.4,0.0,4.4,4.6,0.22,1.003
k43_sum_ascii,random,64,chunked,1,2.4,2.3,0.0,2.3,2.5,0.12,0.545
k43_sum_ascii,random,64,swar,1,2.8,2.8,0.0,2.8,2.9,0.14,0.649
k43_sum_ascii,random,64,sse2,1,2.0,2.0,0.0,2.0,2.5,0.10,0.458
k43_sum_ascii,random,64,avx2,1,1.4,1.4,0.0,1.4,1.6,0.07,0.316
k43_sum_ascii,random,64,multi,1,1.6,1.6,0.0,1.6,1.7,0.08,0.373
k43_sum_ascii,random,65,orig,1,4.5,4.4,0.1,4.4,4.7,0.22,1.000
k43_sum_ascii,random,65,scalar,1,4.5,4.5,0.0,4.5,4.8,0.22,1.003
k43_sum_ascii,random,65,chunked,1,2.6,2.5,0.1,2.5,2.7,0.13,0.575
k43_sum_ascii,random,65,swar,1,3.1,3.1,0.0,3.1,3.3,0.15,0.700
k43_sum_ascii,random,65,sse2,1,2.1,2.0,0.0,2.0,2.2,0.10,0.459
k43_sum_ascii,random,65,avx2,1,1.6,1.6,0.0,1.6,1.7,0.08,0.359
k43_sum_ascii,random,65,multi,1,1.7,1.6,0.0,1.6,1.7,0.08,0.370
k43_sum_ascii,random,256,orig,1,16.9,16.8,0.1,16.8,18.0,0.21,1.000
k43_sum_ascii,random,256,scalar,1,16.9,16.8,0.0,16.8,17.1,0.21,1.003
k43_sum_ascii,random,256,chunked,1,6.2,6.2,0.0,6.2,6.5,0.08,0.369
k43_sum_ascii,random,256,swar,1,9.7,9.6,0.0,9.6,9.8,0.12,0.572
k43_sum_ascii,random,256,sse2,1,5.6,5.6,0.0,5.6,5.8,0.07,0.332
k43_sum_ascii,random,256,avx2,1,2.8,2.8,0.0,2.8,3.1,0.04,0.168
k43_sum_ascii,random,256,multi,1,3.1,3.0,0.0,3.0,3.3,0.04,0.182
k43_sum_ascii,random,4096,orig,1,268.1,266.9,1.2,266.9,359.7,0.21,1.000
k43_sum_ascii,random,4096,scalar,1,267.9,267.0,0.7,267.0,269.4,0.21,0.999
k43_sum_ascii,random,4096,chunked,1,89.5,89.2,0.1,89.2,90.1,0.07,0.334
k43_sum_ascii,random,4096,swar,1,151.8,151.6,0.2,151.6,152.9,0.12,0.566
k43_sum_ascii,random,4096,sse2,1,68.4,68.1,0.1,68.1,69.1,0.05,0.255
k43_sum_ascii,random,4096,avx2,1,37.5,37.2,0.2,37.2,38.5,0.03,0.140
k43_sum_ascii,random,4096,multi,1,34.3,34.2,0.0,34.2,35.1,0.03,0.128
k43_sum_ascii,random,65536,orig,1,4286.0,4270.5,9.3,4270.5,4324.0,0.21,1.000
k43_sum_ascii,random,65536,scalar,1,4275.6,4267.1,3.8,4267.1,4307.4,0.21,0.998
k43_sum_ascii,random,65536,chunked,1,1370.1,1364.9,3.7,1364.9,1397.6,0.07,0.320
k43_sum_ascii,random,65536,swar,1,2381.6,2370.4,2.9,2370.4,2398.1,0.12,0.556
k43_sum_ascii,random,65536,sse2,1,1151.9,1147.6,3.5,1147.6,1168.8,0.06,0.269
k43_sum_ascii,random,65536,avx2,1,644.8,642.8,0.7,642.8,654.8,0.03,0.150
k43_sum_ascii,random,65536,multi,1,648.1,646.0,1.5,646.0,659.7,0.03,0.151
k43_sum_ascii,ascii,16,orig,1,2.3,2.2,0.0,2.2,2.4,0.46,1.000
k43_sum_ascii,ascii,16,scalar,1,2.2,2.2,0.1,2.2,2.5,0.45,0.970
k43_sum_ascii,ascii,16,chunked,1,1.9,1.9,0.0,1.9,2.2,0.39,0.832
k43_sum_ascii,ascii,16,swar,1,1.8,1.7,0.0,1.7,2.0,0.35,0.764
k43_sum_ascii,ascii,16,sse2,1,1.3,1.3,0.0,1.3,1.6,0.26,0.561
k43_sum_ascii,ascii,16,avx2,1,1.4,1.3,0.0,1.3,1.7,0.27,0.584
k43_sum_ascii,ascii,16,multi,1,2.2,2.2,0.0,2.2,2.4,0.44,0.944
k43_sum_ascii,ascii,17,orig,1,2.2,2.2,0.0,2.2,2.3,0.41,1.000
k43_sum_ascii,ascii,17,scalar,1,2.2,2.2,0.0,2.2,2.2,0.41,0.999
k43_sum_ascii,ascii,17,chunked,1,2.0,2.0,0.0,2.0,2.3,0.38,0.936
k43_sum_ascii,ascii,17,swar,1,1.9,1.9,0.0,1.9,2.1,0.35,0.859
k43_sum_ascii,ascii,17,sse2,1,1.3,1.3,0.0,1.3,1.4,0.24,0.593
k43_sum_ascii,ascii,17,avx2,1,1.6,1.6,0.0,1.6,2.2,0.30,0.739
k43_sum_ascii,ascii,17,multi,1,2.3,2.2,0.0,2.2,2.3,0.43,1.047
k43_sum_ascii,ascii,31,orig,1,3.3,3.3,0.0,3.3,3.4,0.34,1.000
k43_sum_ascii,ascii,31,scalar,1,3.6,3.6,0.0,3.6,3.8,0.37,1.100
k43_sum_ascii,ascii,31,chunked,1,3.4,3.3,0.0,3.3,3.7,0.35,1.029
k43_sum_ascii,ascii,31,swar,1,3.4,3.4,0.0,3.4,3.7,0.35,1.042
k43_sum_ascii,ascii,31,sse2,1,3.0,2.9,0.0,2.9,3.1,0.31,0.904
k43_sum_ascii,ascii,31,avx2,1,3.3,3.3,0.0,3.3,3.5,0.34,0.999
k43_sum_ascii,ascii,31,multi,1,3.5,3.5,0.0,3.5,3.9,0.36,1.079
k43_sum_ascii,ascii,32,orig,1,2.3,2.3,0.0,2.3,2.5,0.23,1.000
k43_sum_ascii,ascii,32,scalar,1,2.4,2.3,0.1,2.3,2.5,0.24,1.037
k43_sum_ascii,ascii,32,chunked,1,1.9,1.9,0.0,1.9,2.1,0.19,0.838
k43_sum_ascii,ascii,32,swar,1,2.2,2.1,0.1,2.1,2.4,0.22,0.951
k43_sum_ascii,ascii,32,sse2,1,1.3,1.3,0.0,1.3,1.4,0.13,0.572
k43_sum_ascii,ascii,32,avx2,1,1.2,1.2,0.0,1.2,2.0,0.12,0.539
k43_sum_ascii,ascii,32,multi,1,1.4,1.3,0.0,1.3,1.5,0.14,0.584
k43_sum_ascii,ascii,33,orig,1,2.3,2.3,0.0,2.3,2.5,0.23,1.000
k43_sum_ascii,ascii,33,scalar,1,2.3,2.3,0.0,2.3,2.5,0.23,1.011
k43_sum_ascii,ascii,33,chunked,1,2.1,2.1,0.0,2.1,2.3,0.21,0.918
k43_sum_ascii,ascii,33,swar,1,2.2,2.1,0.0,2.1,3.5,0.21,0.953
k43_sum_ascii,ascii,33,sse2,1,1.2,1.2,0.0,1.2,1.4,0.12,0.535
k43_sum_ascii,ascii,33,avx2,1,1.4,1.4,0.0,1.4,1.6,0.14,0.606
k43_sum_ascii,ascii,33,multi,1,1.4,1.4,0.0,1.4,1.5,0.14,0.608
k43_sum_ascii,ascii,63,orig,1,4.9,4.8,0.1,4.8,5.0,0.25,1.000
k43_sum_ascii,ascii,63,scalar,1,4.9,4.8,0.1,4.8,5.1,0.25,0.993
k43_sum_ascii,ascii,63,chunked,1,4.5,4.4,0.0,4.4,4.6,0.23,0.914
k43_sum_ascii,ascii,63,swar,1,4.5,4.4,0.0,4.4,4.6,0.23,0.917
k43_sum_ascii,ascii,63,sse2,1,3.3,3.2,0.1,3.2,3.8,0.17,0.671
k43_sum_ascii,ascii,63,avx2,1,3.8,3.7,0.0,3.7,3.9,0.19,0.760
k43_sum_ascii,ascii,63,multi,1,3.8,3.7,0.0,3.7,3.8,0.19,0.759
k43_sum_ascii,ascii,64,orig,1,4.4,4.4,0.1,4.4,4.6,0.22,1.000
k43_sum_ascii,ascii,64,scalar,1,4.4,4.4,0.0,4.4,4.7,0.22,0.990
k43_sum_ascii,ascii,64,chunked,1,2.4,2.4,0.0,2.4,2.5,0.12,0.538
k43_sum_ascii,ascii,64,swar,1,2.9,2.8,0.0,2.8,3.0,0.14,0.651
k43_sum_ascii,ascii,64,sse2,1,2.1,2.0,0.0,2.0,2.6,0.10,0.463
k43_sum_ascii,ascii,64,avx2,1,1.4,1.4,0.0,1.4,1.6,0.07,0.317
k43_sum_ascii,ascii,64,multi,1,1.6,1.5,0.0,1.5,1.7,0.08,0.367
k43_sum_ascii,ascii,65,orig,1,4.6,4.4,0.1,4.4,4.8,0.23,1.000
k43_sum_ascii,ascii,65,scalar,1,4.5,4.5,0.0,4.5,4.7,0.22,0.978
k43_sum_ascii,ascii,65,chunked,1,2.6,2.5,0.0,2.5,2.7,0.13,0.555
k43_sum_ascii,ascii,65,swar,1,3.0,3.0,0.0,3.0,3.1,0.15,0.655
k43_sum_ascii,ascii,65,sse2,1,2.0,2.0,0.0,2.0,2.1,0.10,0.434
k43_sum_ascii,ascii,65,avx2,1,1.6,1.5,0.0,1.5,1.7,0.08,0.355
k43_sum_ascii,ascii,65,multi,1,1.6,1.6,0.0,1.6,2.6,0.08,0.357
k43_sum_ascii,ascii,256,orig,1,16.9,16.8,0.0,16.8,17.0,0.21,1.000
k43_sum_ascii,ascii,256,scalar,1,16.9,16.9,0.0,16.9,47.8,0.21,1.000
k43_sum_ascii,ascii,256,chunked,1,6.3,6.2,0.0,6.2,6.7,0.08,0.370
k43_sum_ascii,ascii,256,swar,1,9.7,9.6,0.0,9.6,10.6,0.12,0.571
k43_sum_ascii,ascii,256,sse2,1,5.6,5.6,0.0,5.6,5.8,0.07,0.332
k43_sum_ascii,ascii,256,avx2,1,2.8,2.8,0.0,2.8,3.0,0.04,0.168
k43_sum_ascii,ascii,256,multi,1,3.1,3.0,0.1,3.0,3.2,0.04,0.182
k43_sum_ascii,ascii,4096,orig,1,267.3,266.8,0.5,266.8,269.4,0.21,1.000
k43_sum_ascii,ascii,4096,scalar,1,267.9,266.8,1.0,266.8,273.1,0.21,1.002
k43_sum_ascii,ascii,4096,chunked,1,89.7,89.3,0.2,89.3,90.7,0.07,0.335
k43_sum_ascii,ascii,4096,swar,1,152.7,151.7,0.3,151.7,154.6,0.12,0.571
k43_sum_ascii,ascii,4096,sse2,1,68.3,67.3,0.2,67.3,70.4,0.05,0.256
k43_sum_ascii,ascii,4096,avx2,1,37.4,37.1,0.1,37.1,38.3,0.03,0.140
k43_sum_ascii,ascii,4096,multi,1,34.3,34.2,0.1,34.2,35.9,0.03,0.128
k43_sum_ascii,ascii,65536,orig,1,4294.7,4272.7,6.4,4272.7,4316.4,0.21,1.000
k43_sum_ascii,ascii,65536,scalar,1,4269.3,4266.2,2.7,4266.2,4327.7,0.21,0.994
k43_sum_ascii,ascii,65536,chunked,1,1366.1,1363.3,2.2,1363.3,1375.2,0.07,0.318
k43_sum_ascii,ascii,65536,swar,1,2391.1,2365.7,8.6,2365.7,2437.4,0.12,0.557
k43_sum_ascii,ascii,65536,sse2,1,1157.5,1149.3,2.1,1149.3,1167.4,0.06,0.270
k43_sum_ascii,ascii,65536,avx2,1,644.2,643.2,0.8,643.2,651.0,0.03,0.150
k43_sum_ascii,ascii,65536,multi,1,648.6,645.7,1.2,645.7,659.0,0.03,0.151
k43_sum_ascii,all_equal,16,orig,1,2.2,2.2,0.0,2.2,2.3,0.44,1.000
k43_sum_ascii,all_equal,16,scalar,1,2.3,2.2,0.0,2.2,2.3,0.46,1.055
k43_sum_ascii,all_equal,16,chunked,1,1.9,1.9,0.0,1.9,2.1,0.39,0.886
k43_sum_ascii,all_equal,16,swar,1,1.8,1.7,0.0,1.7,2.0,0.36,0.823
k43_sum_ascii,all_equal,16,sse2,1,1.3,1.3,0.0,1.3,1.4,0.27,0.619
k43_sum_ascii,all_equal,16,avx2,1,1.4,1.4,0.0,1.4,1.5,0.29,0.658
k43_sum_ascii,all_equal,16,multi,1,2.3,2.3,0.0,2.3,2.4,0.46,1.066
k43_sum_ascii,all_equal,17,orig,1,2.2,2.2,0.0,2.2,3.1,0.42,1.000
k43_sum_ascii,all_equal,17,scalar,1,2.2,2.2,0.0,2.2,2.3,0.41,0.981
k43_sum_ascii,all_equal,17,chunked,1,2.1,2.0,0.0,2.0,2.2,0.39,0.946
k43_sum_ascii,all_equal,17,swar,1,1.9,1.9,0.0,1.9,2.1,0.36,0.874
k43_sum_ascii,all_equal,17,sse2,1,1.3,1.3,0.0,1.3,1.5,0.25,0.609
k43_sum_ascii,all_equal,17,avx2,1,1.6,1.5,0.0,1.5,1.7,0.30,0.734
k43_sum_ascii,all_equal,17,multi,1,2.2,2.2,0.0,2.2,2.3,0.41,0.990
k43_sum_ascii,all_equal,31,orig,1,3.3,3.2,0.1,3.2,3.4,0.34,1.000
k43_sum_ascii,all_equal,31,scalar,1,3.7,3.7,0.0,3.7,4.0,0.39,1.137
k43_sum_ascii,all_equal,31,chunked,1,3.4,3.3,0.0,3.3,3.6,0.35,1.027
k43_sum_ascii,all_equal,31,swar,1,3.5,3.4,0.0,3.4,3.6,0.36,1.054
k43_sum_ascii,all_equal,31,sse2,1,3.1,3.0,0.0,3.0,3.2,0.32,0.941
k43_sum_ascii,all_equal,31,avx2,1,3.3,3.3,0.0,3.3,3.4,0.34,1.016
k43_sum_ascii,all_equal,31,multi,1,3.5,3.5,0.0,3.5,3.7,0.37,1.080
k43_sum_ascii,all_equal,32,orig,1,2.3,2.3,0.0,2.3,2.4,0.23,1.000
k43_sum_ascii,all_equal,32,scalar,1,2.4,2.3,0.0,2.3,2.5,0.24,1.015
k43_sum_ascii,all_equal,32,chunked,1,2.0,1.9,0.0,1.9,2.1,0.20,0.860
k43_sum_ascii,all_equal,32,swar,1,2.2,2.2,0.0,2.2,2.3,0.22,0.958
k43_sum_ascii,all_equal,32,sse2,1,1.4,1.3,0.0,1.3,1.4,0.14,0.594
k43_sum_ascii,all_equal,32,avx2,1,1.3,1.2,0.0,1.2,1.3,0.13,0.540
k43_sum_ascii,all_equal,32,multi,1,1.4,1.4,0.0,1.4,2.3,0.14,0.620
k43_sum_ascii,all_equal,33,orig,1,2.5,2.4,0.0,2.4,2.5,0.24,1.000
k43_sum_ascii,all_equal,33,scalar,1,2.4,2.3,0.0,2.3,2.5,0.23,0.968
k43_sum_ascii,all_equal,33,chunked,1,2.2,2.1,0.1,2.1,2.3,0.21,0.898
k43_sum_ascii,all_equal,33,swar,1,2.3,2.3,0.0,2.3,2.4,0.22,0.932
k43_sum_ascii,all_equal,33,sse2,1,1.3,1.3,0.0,1.3,1.4,0.13,0.524
k43_sum_ascii,all_equal,33,avx2,1,1.4,1.4,0.0,1.4,1.5,0.14,0.572
k43_sum_ascii,all_equal,33,multi,1,1.4,1.4,0.0,1.4,1.5,0.14,0.579
k43_sum_ascii,all_equal,63,orig,1,5.0,4.8,0.1,4.8,5.2,0.25,1.000
k43_sum_ascii,all_equal,63,scalar,1,4.9,4.8,0.1,4.8,5.6,0.25,0.983
k43_sum_ascii,all_equal,63,chunked,1,4.5,4.4,0.0,4.4,4.7,0.23,0.901
k43_sum_ascii,all_equal,63,swar,1,4.5,4.4,0.1,4.4,4.7,0.23,0.908
k43_sum_ascii,all_equal,63,sse2,1,3.4,3.4,0.0,3.4,3.5,0.17,0.676
k43_sum_ascii,all_equal,63,avx2,1,3.7,3.7,0.0,3.7,3.8,0.19,0.749
k43_sum_ascii,all_equal,63,multi,1,3.7,3.7,0.0,3.7,3.8,0.19,0.748
k43_sum_ascii,all_equal,64,orig,1,4.4,4.4,0.0,4.4,4.6,0.22,1.000
k43_sum_ascii,all_equal,64,scalar,1,4.4,4.4,0.0,4.4,4.7,0.22,1.006
k43_sum_ascii,all_equal,64,chunked,1,2.4,2.3,0.0,2.3,2.5,0.12,0.543
k43_sum_ascii,all_equal,64,swar,1,2.9,2.8,0.0,2.8,3.0,0.14,0.659
k43_sum_ascii,all_equal,64,sse2,1,2.0,1.9,0.0,1.9,2.1,0.10,0.450
k43_sum_ascii,all_equal,64,avx2,1,1.4,1.4,0.0,1.4,1.6,0.07,0.324
k43_sum_ascii,all_equal,64,multi,1,1.6,1.6,0.0,1.6,1.8,0.08,0.374
k43_sum_ascii,all_equal,65,orig,1,4.5,4.4,0.1,4.4,4.7,0.22,1.000
k43_sum_ascii,all_equal,65,scalar,1,4.5,4.5,0.0,4.5,4.6,0.22,1.006
k43_sum_ascii,all_equal,65,chunked,1,2.6,2.5,0.0,2.5,3.2,0.13,0.579
k43_sum_ascii,all_equal,65,swar,1,3.0,2.9,0.0,2.9,3.2,0.15,0.684
k43_sum_ascii,all_equal,65,sse2,1,2.0,2.0,0.0,2.0,2.2,0.10,0.453
k43_sum_ascii,all_equal,65,avx2,1,1.6,1.6,0.0,1.6,1.7,0.08,0.367
k43_sum_ascii,all_equal,65,multi,1,1.6,1.6,0.0,1.6,1.8,0.08,0.368
k43_sum_ascii,all_equal,256,orig,1,16.9,16.8,0.1,16.8,17.2,0.21,1.000
k43_sum_ascii,all_equal,256,scalar,1,16.9,16.9,0.0,16.9,19.7,0.21,1.003
k43_sum_ascii,all_equal,256,chunked,1,6.2,6.2,0.0,6.2,6.6,0.08,0.369
k43_sum_ascii,all_equal,256,swar,1,9.7,9.6,0.0,9.6,9.8,0.12,0.571
k43_sum_ascii,all_equal,256,sse2,1,5.6,4.1,0.0,4.1,5.7,0.07,0.333
k43_sum_ascii,all_equal,256,avx2,1,2.9,2.8,0.0,2.8,3.1,0.04,0.169
k43_sum_ascii,all_equal,256,multi,1,3.1,3.1,0.0,3.1,3.3,0.04,0.185
k43_sum_ascii,all_equal,4096,orig,1,267.0,266.8,0.2,266.8,273.6,0.21,1.000
k43_sum_ascii,all_equal,4096,scalar,1,267.4,266.8,0.4,266.8,268.2,0.21,1.001
